2055,1948
2167,2056
2458,2329
2404,2284
2361,2248
2623,2489
3573,3355
3756,3520
3263,3104
2883,2833
2432,2391
2589,2596
2754,2874
1929,2175
1520,2071
937,1909
407,1003
339,1161
