9639,9227
10122,9659
10196,9712
10237,9672
9502,9098
8926,8993
9721,9904
11105,11209
11231,11402
9780,10126
8399,8867
6398,6927
5046,5631
4334,5102
3876,4877
3103,4319
1866,3047
883,1821
319,861
92,336
